num__total_orders,num__total_spent,num__successful_payments,num__average_order_amount,will_reorder,cat__city_Abu Dhabi,cat__city_Ajman,cat__city_Dubai,cat__city_Sharjah
11,3103.87,9,282.17,1,False,True,False,False
11,4324.16,26,393.11,1,False,False,False,True
16,1154.16,17,72.14,1,False,False,False,True
11,4371.89,25,397.44,1,False,True,False,False
19,3957.99,12,208.32,1,False,True,False,False
15,3753.4,25,250.23,1,False,False,False,True
25,2828.22,17,113.13,1,False,True,False,False
23,1268.91,2,55.17,0,False,True,False,False
23,2146.56,25,93.33,1,True,False,False,False
16,3978.17,27,248.64,1,False,False,False,True
11,207.3,22,18.85,0,False,False,True,False
22,3921.15,2,178.23,0,True,False,False,False
16,1238.35,22,77.4,1,False,False,True,False
8,764.33,24,95.54,1,False,True,False,False
4,622.72,26,155.68,0,False,True,False,False
8,184.89,25,23.11,0,False,False,True,False
4,2641.75,11,660.44,0,False,True,False,False
24,1130.39,26,47.1,1,False,True,False,False
25,4947.69,19,197.91,1,True,False,False,False
3,2893.46,6,964.49,0,False,False,True,False
3,732.53,24,244.18,0,True,False,False,False
27,3459.37,29,128.12,1,False,False,True,False
29,4493.83,23,154.96,1,True,False,False,False
18,3738.64,7,207.7,1,False,False,False,True
29,428.38,8,14.77,0,False,False,False,True
26,4484.63,13,172.49,1,False,False,True,False
19,3979.95,4,209.47,1,False,False,False,True
19,833.6,29,43.87,1,True,False,False,False
21,306.34,20,14.59,0,False,False,True,False
5,2808.69,18,561.74,1,False,False,False,True
18,822.38,20,45.69,1,False,False,False,True
28,4181.23,15,149.33,1,False,False,True,False
10,1823.76,23,182.38,1,False,False,False,True
29,4568.82,11,157.55,1,False,False,False,True
22,2850.16,20,129.55,1,False,False,True,False
21,954.23,3,45.44,0,False,False,False,True
6,741.01,7,123.5,1,False,False,False,True
1,2903.54,6,2903.54,0,False,False,False,True
5,3821.32,14,764.26,1,False,False,False,True
9,3918.45,29,435.38,1,False,True,False,False
12,1415.0,29,117.92,1,False,False,True,False
26,1061.02,5,40.81,1,False,True,False,False
14,132.94,4,9.5,0,False,True,False,False
2,3412.04,13,1706.02,0,True,False,False,False
17,429.01,20,25.24,0,False,True,False,False
14,2132.77,12,152.34,1,False,True,False,False
26,3028.33,9,116.47,1,True,False,False,False
13,4688.69,17,360.67,1,False,False,False,True
27,1593.42,28,59.02,1,False,False,False,True
9,1286.37,3,142.93,0,False,True,False,False
26,3288.09,7,126.46,1,True,False,False,False
25,3115.23,23,124.61,1,False,False,False,True
15,1693.94,10,112.93,1,True,False,False,False
25,4644.1,16,185.76,1,False,False,True,False
22,4232.07,17,192.37,1,False,False,True,False
15,1158.71,20,77.25,1,False,False,True,False
24,1233.76,24,51.41,1,False,False,True,False
11,2585.89,25,235.08,1,False,True,False,False
16,3879.18,10,242.45,1,False,False,True,False
29,268.0,15,9.24,0,False,False,True,False
17,3482.01,11,204.82,1,True,False,False,False
26,3258.77,12,125.34,1,False,False,False,True
4,1195.83,26,298.96,0,True,False,False,False
1,3422.7,15,3422.7,0,False,True,False,False
8,4703.91,22,587.99,1,False,False,True,False
17,281.59,25,16.56,0,False,False,False,True
3,1632.28,20,544.09,0,False,False,False,True
29,2218.97,0,76.52,0,False,False,True,False
20,4501.34,15,225.07,1,False,False,True,False
15,4813.19,14,320.88,1,False,True,False,False
15,2248.37,5,149.89,1,False,True,False,False
24,3762.64,11,156.78,1,False,False,True,False
22,2681.72,7,121.9,1,False,False,True,False
14,2712.03,6,193.72,1,False,False,True,False
26,1426.59,1,54.87,0,False,False,True,False
28,1123.93,11,40.14,1,False,False,False,True
23,1475.63,20,64.16,1,False,True,False,False
14,2803.82,13,200.27,1,False,False,True,False
24,194.32,15,8.1,0,False,False,True,False
2,4540.88,10,2270.44,0,False,False,False,True
13,823.6,19,63.35,1,True,False,False,False
26,1139.44,8,43.82,1,False,False,True,False
14,2615.47,9,186.82,1,False,False,False,True
27,3565.07,16,132.04,1,False,False,False,True
24,523.86,11,21.83,1,True,False,False,False
19,1622.59,5,85.4,1,False,True,False,False
7,4844.94,18,692.13,1,False,True,False,False
3,1348.6,10,449.53,0,False,True,False,False
15,1599.6,8,106.64,1,False,False,True,False
23,4190.67,20,182.2,1,False,True,False,False
14,298.56,28,21.33,0,False,False,True,False
11,2349.84,5,213.62,1,False,False,True,False
15,1929.1,26,128.61,1,False,False,False,True
28,1617.1,24,57.75,1,False,True,False,False
13,1464.21,24,112.63,1,False,True,False,False
18,502.3,23,27.91,1,False,True,False,False
26,1608.39,24,61.86,1,False,False,True,False
6,263.11,15,43.85,0,False,False,True,False
3,3915.77,19,1305.26,0,False,True,False,False
19,2021.23,15,106.38,1,False,False,True,False
15,2247.32,5,149.82,1,False,False,True,False
25,4473.29,4,178.93,1,True,False,False,False
23,3307.37,20,143.8,1,True,False,False,False
5,89.89,3,17.98,0,False,True,False,False
28,4718.72,1,168.53,0,False,True,False,False
10,1223.87,27,122.39,1,True,False,False,False
7,582.69,5,83.24,1,False,False,True,False
25,3852.23,8,154.09,1,False,False,True,False
17,2527.36,27,148.67,1,False,False,False,True
7,2197.16,16,313.88,1,False,True,False,False
22,1285.04,13,58.41,1,False,True,False,False
26,2759.98,6,106.15,1,False,True,False,False
12,1408.2,21,117.35,1,False,False,False,True
25,4512.84,18,180.51,1,False,False,False,True
17,1115.26,0,65.6,0,False,False,True,False
13,4427.56,28,340.58,1,True,False,False,False
20,2819.06,19,140.95,1,True,False,False,False
25,4151.02,29,166.04,1,True,False,False,False
4,3578.59,24,894.65,0,False,False,True,False
10,3498.64,14,349.86,1,True,False,False,False
3,1655.51,17,551.84,0,False,False,False,True
9,1207.79,2,134.2,0,False,False,False,True
13,1093.89,17,84.15,1,False,True,False,False
18,4293.1,29,238.51,1,True,False,False,False
15,4111.11,1,274.07,0,False,False,False,True
4,2230.84,9,557.71,0,False,True,False,False
15,705.4,10,47.03,1,True,False,False,False
22,1942.15,26,88.28,1,True,False,False,False
2,3115.75,23,1557.88,0,False,False,False,True
15,2299.3,2,153.29,0,False,True,False,False
8,3911.94,6,488.99,1,False,True,False,False
8,4988.23,7,623.53,1,False,False,False,True
17,996.1,18,58.59,1,False,False,False,True
12,2325.27,17,193.77,1,False,False,False,True
19,2183.37,12,114.91,1,True,False,False,False
10,1557.24,12,155.72,1,False,False,False,True
9,1030.57,23,114.51,1,False,False,False,True
5,375.18,18,75.04,0,False,False,True,False
6,4441.24,22,740.21,1,False,False,False,True
20,2128.25,11,106.41,1,False,False,False,True
26,2509.63,16,96.52,1,True,False,False,False
2,4588.86,29,2294.43,0,False,True,False,False
27,3892.64,27,144.17,1,True,False,False,False
24,695.98,21,29.0,1,False,False,True,False
27,2848.83,11,105.51,1,False,False,False,True
13,2239.15,27,172.24,1,False,False,False,True
6,3996.19,12,666.03,1,False,False,False,True
5,3634.95,24,726.99,1,False,False,False,True
25,3467.51,11,138.7,1,False,False,False,True
1,1735.7,18,1735.7,0,False,False,False,True
21,4034.57,13,192.12,1,False,False,True,False
22,309.34,6,14.06,0,False,False,False,True
21,840.14,12,40.01,1,False,False,False,True
6,1711.34,5,285.22,1,False,False,False,True
6,430.2,23,71.7,0,False,False,True,False
23,1213.22,18,52.75,1,False,False,False,True
16,4159.25,18,259.95,1,False,False,True,False
4,4743.85,3,1185.96,0,True,False,False,False
11,1557.78,18,141.62,1,False,False,False,True
24,1359.35,8,56.64,1,False,True,False,False
23,1435.47,15,62.41,1,False,False,True,False
9,1424.71,26,158.3,1,True,False,False,False
23,227.85,3,9.91,0,False,False,True,False
3,4638.24,5,1546.08,0,False,False,True,False
19,1107.81,7,58.31,1,True,False,False,False
8,2129.02,26,266.13,1,False,False,False,True
5,97.95,28,19.59,0,False,False,False,True
4,4296.88,23,1074.22,0,False,False,True,False
24,3669.23,15,152.88,1,True,False,False,False
6,4736.44,4,789.41,1,False,False,False,True
2,3919.0,20,1959.5,0,False,False,True,False
20,1602.85,21,80.14,1,False,True,False,False
28,1276.97,9,45.61,1,True,False,False,False
11,3503.7,22,318.52,1,False,True,False,False
4,1852.36,12,463.09,0,False,True,False,False
15,2852.76,28,190.18,1,False,False,True,False
6,80.97,25,13.5,0,True,False,False,False
22,356.33,13,16.2,0,False,False,False,True
17,2700.07,6,158.83,1,False,False,False,True
24,2852.05,28,118.84,1,False,False,True,False
6,3769.69,19,628.28,1,False,False,False,True
19,703.23,5,37.01,1,False,False,False,True
25,2590.26,6,103.61,1,False,True,False,False
2,1012.52,4,506.26,0,False,True,False,False
15,511.32,20,34.09,1,True,False,False,False
11,2081.95,17,189.27,1,False,True,False,False
8,858.52,22,107.32,1,False,False,False,True
26,1147.82,11,44.15,1,True,False,False,False
19,1621.9,5,85.36,1,True,False,False,False
13,1333.97,26,102.61,1,False,False,True,False
12,483.58,0,40.3,0,False,True,False,False
5,495.09,3,99.02,0,True,False,False,False
6,1006.58,18,167.76,1,False,False,False,True
26,300.27,11,11.55,0,True,False,False,False
22,3150.96,14,143.23,1,True,False,False,False
4,1472.27,2,368.07,0,False,False,True,False
19,1434.74,22,75.51,1,False,False,False,True
20,1693.39,26,84.67,1,False,False,False,True
1,3330.84,27,3330.84,0,False,True,False,False
20,4359.64,25,217.98,1,False,False,False,True
17,3807.48,19,223.97,1,True,False,False,False
12,3651.27,27,304.27,1,False,False,False,True
15,2447.74,7,163.18,1,False,False,False,True
1,3484.34,10,3484.34,0,True,False,False,False
26,2786.17,15,107.16,1,False,False,True,False
14,1120.44,8,80.03,1,False,True,False,False
6,1082.51,2,180.42,0,False,True,False,False
5,1517.14,4,303.43,1,False,False,True,False
11,4558.47,19,414.41,1,True,False,False,False
4,2759.7,13,689.92,0,False,True,False,False
13,3682.83,27,283.29,1,False,False,True,False
11,1765.47,25,160.5,1,False,False,True,False
3,2068.19,14,689.4,0,False,False,True,False
1,671.55,5,671.55,0,False,True,False,False
6,897.91,26,149.65,1,False,True,False,False
18,4145.41,25,230.3,1,False,True,False,False
24,2944.95,3,122.71,0,False,True,False,False
10,1720.79,7,172.08,1,False,False,False,True
5,4024.11,18,804.82,1,False,False,True,False
23,1270.27,26,55.23,1,False,False,False,True
10,4881.36,4,488.14,1,False,False,True,False
12,1756.85,12,146.4,1,False,True,False,False
2,1719.69,15,859.84,0,False,True,False,False
13,1593.96,0,122.61,0,False,False,False,True
8,654.45,12,81.81,1,True,False,False,False
2,600.13,21,300.06,0,False,True,False,False
20,3258.12,10,162.91,1,True,False,False,False
1,4381.83,20,4381.83,0,False,False,True,False
5,3963.08,7,792.62,1,False,False,False,True
9,748.48,24,83.16,1,True,False,False,False
17,2750.63,7,161.8,1,True,False,False,False
9,572.68,23,63.63,1,False,True,False,False
11,274.21,27,24.93,0,True,False,False,False
15,3299.11,13,219.94,1,True,False,False,False
24,2699.0,12,112.46,1,False,False,True,False
6,456.02,2,76.0,0,False,False,False,True
23,222.95,3,9.69,0,False,True,False,False
3,4949.29,26,1649.76,0,False,True,False,False
17,198.61,19,11.68,0,True,False,False,False
5,2250.41,14,450.08,1,False,False,True,False
28,2547.86,14,91.0,1,True,False,False,False
12,630.54,29,52.54,1,True,False,False,False
18,886.86,26,49.27,1,False,True,False,False
14,1791.43,20,127.96,1,True,False,False,False
21,3820.3,12,181.92,1,True,False,False,False
24,2560.06,8,106.67,1,False,False,True,False
11,3207.61,27,291.6,1,False,True,False,False
9,4926.61,24,547.4,1,False,False,False,True
2,3851.63,9,1925.82,0,False,False,True,False
12,2200.09,28,183.34,1,False,False,True,False
3,2259.89,11,753.3,0,False,False,True,False
3,3112.92,13,1037.64,0,False,True,False,False
1,3343.56,0,3343.56,0,True,False,False,False
8,2528.52,13,316.06,1,False,False,False,True
22,3242.06,13,147.37,1,False,True,False,False
28,166.49,7,5.95,0,True,False,False,False
29,2176.63,15,75.06,1,False,False,True,False
8,1430.74,13,178.84,1,False,True,False,False
11,689.41,0,62.67,0,True,False,False,False
9,542.76,15,60.31,1,False,False,False,True
5,3035.8,17,607.16,1,False,False,False,True
14,2641.82,6,188.7,1,True,False,False,False
28,1305.24,14,46.62,1,False,True,False,False
3,2381.2,23,793.73,0,False,False,True,False
21,2486.55,16,118.41,1,True,False,False,False
5,1015.29,18,203.06,1,False,False,True,False
5,3277.86,22,655.57,1,False,False,False,True
19,3915.55,12,206.08,1,True,False,False,False
27,3967.74,8,146.95,1,False,False,False,True
14,3032.23,23,216.59,1,False,False,True,False
26,2582.61,23,99.33,1,False,False,True,False
4,351.99,14,88.0,0,True,False,False,False
25,1474.76,24,58.99,1,True,False,False,False
13,511.69,25,39.36,1,True,False,False,False
10,4820.92,2,482.09,0,False,False,False,True
25,718.65,23,28.75,1,False,False,True,False
18,801.29,0,44.52,0,False,False,True,False
8,4453.4,15,556.67,1,False,False,False,True
8,4722.45,7,590.31,1,True,False,False,False
7,3840.85,28,548.69,1,False,True,False,False
8,76.75,22,9.59,0,True,False,False,False
14,56.66,12,4.05,0,False,True,False,False
19,1921.6,7,101.14,1,False,True,False,False
29,759.81,16,26.2,1,False,False,False,True
6,141.01,21,23.5,0,False,False,True,False
1,2347.13,22,2347.13,0,False,False,True,False
23,4718.16,13,205.14,1,False,False,True,False
15,1652.91,26,110.19,1,False,False,True,False
1,3322.65,20,3322.65,0,False,False,False,True
25,3278.56,29,131.14,1,False,True,False,False
17,1292.85,20,76.05,1,False,False,True,False
1,3269.6,6,3269.6,0,False,True,False,False
15,1101.05,26,73.4,1,False,False,False,True
23,653.94,14,28.43,1,True,False,False,False
2,3521.85,15,1760.92,0,False,False,False,True
14,611.53,18,43.68,1,False,False,True,False
21,4984.7,5,237.37,1,True,False,False,False
8,958.09,22,119.76,1,False,False,False,True
8,2991.0,0,373.88,0,False,False,False,True
19,2086.3,11,109.81,1,False,True,False,False
7,675.61,17,96.52,1,False,False,False,True
19,187.83,15,9.89,0,True,False,False,False
6,3132.52,11,522.09,1,False,False,False,True
6,4043.45,19,673.91,1,False,False,True,False
3,4217.98,12,1405.99,0,False,True,False,False
7,2439.43,7,348.49,1,True,False,False,False
19,3898.4,26,205.18,1,True,False,False,False
8,3380.59,28,422.57,1,False,False,False,True
10,3635.06,29,363.51,1,False,False,True,False
20,2488.37,25,124.42,1,False,True,False,False
15,3185.39,21,212.36,1,True,False,False,False
15,4037.35,0,269.16,0,False,True,False,False
29,2019.53,25,69.64,1,False,False,False,True
1,4039.6,20,4039.6,0,False,False,True,False
20,2980.48,6,149.02,1,False,False,False,True
7,871.21,14,124.46,1,False,True,False,False
27,172.19,28,6.38,0,False,False,False,True
4,1845.63,21,461.41,0,False,True,False,False
29,2756.15,12,95.04,1,True,False,False,False
6,4207.11,12,701.18,1,True,False,False,False
25,681.05,27,27.24,1,False,False,False,True
1,4011.02,8,4011.02,0,True,False,False,False
29,4321.89,23,149.03,1,False,True,False,False
5,795.9,14,159.18,1,True,False,False,False
27,4265.39,3,157.98,0,False,False,True,False
23,4957.7,12,215.55,1,False,False,True,False
1,3647.85,26,3647.85,0,False,False,False,True
4,3934.61,11,983.65,0,False,False,False,True
22,4972.36,4,226.02,1,False,False,False,True
2,3047.13,6,1523.56,0,False,False,False,True
10,1574.04,7,157.4,1,False,True,False,False
5,4195.78,4,839.16,1,False,True,False,False
27,3091.7,8,114.51,1,False,False,True,False
10,2926.92,13,292.69,1,False,True,False,False
1,1305.5,25,1305.5,0,True,False,False,False
22,3793.85,11,172.45,1,False,False,True,False
6,454.25,3,75.71,0,False,False,False,True
13,4625.22,19,355.79,1,False,False,False,True
15,1662.83,28,110.86,1,False,True,False,False
4,682.48,7,170.62,0,False,False,True,False
13,2239.71,16,172.29,1,False,True,False,False
24,260.23,7,10.84,0,False,True,False,False
20,3438.9,20,171.94,1,False,True,False,False
24,4518.39,28,188.27,1,False,False,True,False
15,4194.45,29,279.63,1,False,False,False,True
29,680.48,26,23.46,1,True,False,False,False
8,675.04,0,84.38,0,False,False,False,True
5,4076.5,19,815.3,1,False,False,True,False
29,4625.06,1,159.48,0,False,False,False,True
15,2330.32,3,155.35,0,False,False,False,True
4,2519.91,23,629.98,0,True,False,False,False
12,1625.4,20,135.45,1,False,False,False,True
13,4476.61,0,344.35,0,False,False,False,True
2,3242.27,6,1621.14,0,False,False,False,True
27,1476.85,0,54.7,0,False,True,False,False
19,1528.98,8,80.47,1,False,False,True,False
19,4461.44,2,234.81,0,False,False,True,False
4,117.49,11,29.37,0,True,False,False,False
4,1647.5,18,411.88,0,False,True,False,False
26,2794.07,14,107.46,1,False,True,False,False
11,783.68,21,71.24,1,False,False,False,True
27,505.89,15,18.74,1,False,False,True,False
5,4085.62,9,817.12,1,True,False,False,False
20,4477.3,21,223.86,1,False,True,False,False
11,4126.85,28,375.17,1,False,False,False,True
10,4499.0,26,449.9,1,True,False,False,False
8,2787.9,26,348.49,1,False,True,False,False
6,4070.68,5,678.45,1,True,False,False,False
6,1951.01,28,325.17,1,False,True,False,False
8,3348.03,16,418.5,1,True,False,False,False
23,4944.74,20,214.99,1,False,True,False,False
15,1167.35,27,77.82,1,False,True,False,False
26,1980.0,21,76.15,1,True,False,False,False
14,2426.23,23,173.3,1,False,True,False,False
11,733.18,28,66.65,1,False,True,False,False
12,451.14,16,37.6,0,False,True,False,False
26,4157.13,20,159.89,1,True,False,False,False
13,4885.13,18,375.78,1,True,False,False,False
8,2053.39,17,256.67,1,False,True,False,False
18,483.87,10,26.88,0,False,True,False,False
25,375.77,23,15.03,0,True,False,False,False
1,4462.03,6,4462.03,0,False,False,False,True
15,2345.88,9,156.39,1,False,True,False,False
8,1634.14,6,204.27,1,False,False,False,True
28,2408.48,4,86.02,1,True,False,False,False
11,1625.61,11,147.78,1,False,True,False,False
12,2470.73,15,205.89,1,False,False,False,True
12,4304.8,28,358.73,1,True,False,False,False
4,2981.89,24,745.47,0,False,False,False,True
16,3488.54,20,218.03,1,False,False,True,False
4,1855.12,17,463.78,0,True,False,False,False
5,3705.6,2,741.12,0,False,False,True,False
24,3349.75,19,139.57,1,True,False,False,False
5,641.83,14,128.37,1,True,False,False,False
8,2884.58,4,360.57,1,False,True,False,False
10,1320.88,12,132.09,1,False,False,True,False
17,4030.27,18,237.07,1,False,False,True,False
28,2158.39,11,77.09,1,False,False,True,False
26,4973.69,29,191.3,1,True,False,False,False
9,507.88,22,56.43,1,False,False,True,False
22,3912.72,20,177.85,1,False,False,True,False
19,3384.82,4,178.15,1,False,True,False,False
29,3849.12,5,132.73,1,False,False,False,True
14,1572.27,6,112.3,1,False,False,False,True
8,2485.67,25,310.71,1,False,False,True,False
9,3992.72,9,443.64,1,False,False,True,False
22,1201.08,15,54.59,1,False,False,True,False
11,1168.86,7,106.26,1,False,False,True,False
23,2777.7,8,120.77,1,False,False,False,True
1,2641.64,26,2641.64,0,False,True,False,False
14,1447.2,3,103.37,0,True,False,False,False
5,1525.47,20,305.09,1,False,False,True,False
21,1425.33,20,67.87,1,False,False,True,False
26,3868.98,7,148.81,1,False,False,False,True
14,3276.91,24,234.06,1,False,False,True,False
4,4170.47,6,1042.62,0,False,True,False,False
22,4878.59,14,221.75,1,False,True,False,False
23,2397.11,20,104.22,1,False,False,True,False
25,380.13,2,15.21,0,False,False,False,True
1,288.06,16,288.06,0,False,False,True,False
22,1513.54,10,68.8,1,False,False,True,False
23,4666.1,8,202.87,1,False,False,False,True
19,2639.9,4,138.94,1,False,True,False,False
8,1395.34,24,174.42,1,True,False,False,False
15,2025.88,9,135.06,1,False,False,True,False
21,3013.05,14,143.48,1,False,True,False,False
15,3282.1,27,218.81,1,False,False,True,False
9,811.9,28,90.21,1,True,False,False,False
21,4886.31,13,232.68,1,False,False,False,True
9,2746.62,3,305.18,0,False,True,False,False
10,721.66,20,72.17,1,True,False,False,False
20,4473.49,19,223.67,1,False,False,True,False
25,419.46,1,16.78,0,True,False,False,False
21,4543.29,11,216.35,1,False,True,False,False
26,4983.0,0,191.65,0,False,False,False,True
9,3517.14,23,390.79,1,False,False,True,False
3,3863.71,19,1287.9,0,False,False,False,True
20,1719.65,4,85.98,1,False,False,False,True
25,4710.81,5,188.43,1,True,False,False,False
26,2672.08,29,102.77,1,True,False,False,False
11,3675.32,23,334.12,1,False,True,False,False
6,4624.33,10,770.72,1,False,True,False,False
2,4877.14,7,2438.57,0,False,False,False,True
7,4174.36,6,596.34,1,False,True,False,False
18,1549.94,3,86.11,0,False,False,False,True
27,4834.41,5,179.05,1,False,False,True,False
2,3159.19,15,1579.6,0,False,False,False,True
27,4656.68,19,172.47,1,False,True,False,False
17,3396.72,14,199.81,1,False,True,False,False
11,1570.83,13,142.8,1,False,False,False,True
27,1881.62,22,69.69,1,True,False,False,False
12,2774.84,11,231.24,1,False,False,False,True
27,3960.57,28,146.69,1,False,False,False,True
19,1624.01,11,85.47,1,True,False,False,False
22,2919.67,15,132.71,1,False,False,True,False
24,1760.84,14,73.37,1,True,False,False,False
25,4088.06,28,163.52,1,False,True,False,False
7,2360.3,12,337.19,1,True,False,False,False
20,429.78,10,21.49,0,False,True,False,False
6,871.96,29,145.33,1,False,True,False,False
21,352.47,16,16.78,0,False,False,False,True
24,2521.55,20,105.06,1,False,False,False,True
1,576.37,14,576.37,0,False,False,True,False
17,614.99,13,36.18,1,False,True,False,False
29,4708.19,9,162.35,1,False,False,False,True
11,4369.64,11,397.24,1,False,True,False,False
22,2287.83,15,103.99,1,False,False,True,False
26,4929.74,14,189.61,1,False,True,False,False
28,50.92,9,1.82,0,False,False,True,False
18,3089.2,3,171.62,0,False,False,True,False
21,3101.32,26,147.68,1,False,False,True,False
17,2314.34,22,136.14,1,False,False,False,True
7,2014.89,28,287.84,1,True,False,False,False
17,2304.15,8,135.54,1,True,False,False,False
20,2104.05,20,105.2,1,False,False,False,True
9,3665.94,19,407.33,1,False,True,False,False
17,720.01,8,42.35,1,False,False,False,True
20,1028.31,20,51.42,1,False,True,False,False
22,943.57,24,42.89,1,False,False,True,False
22,1349.23,23,61.33,1,False,False,False,True
28,2650.03,19,94.64,1,True,False,False,False
29,600.48,10,20.71,1,False,True,False,False
8,4347.44,10,543.43,1,False,False,False,True
17,1521.94,6,89.53,1,False,False,False,True
7,854.56,20,122.08,1,False,True,False,False
1,3394.33,9,3394.33,0,False,False,True,False
13,238.53,3,18.35,0,False,False,True,False
23,3118.84,4,135.6,1,False,False,True,False
19,3506.08,4,184.53,1,False,False,True,False
27,1113.84,10,41.25,1,False,True,False,False
24,257.72,8,10.74,0,True,False,False,False
19,1850.04,27,97.37,1,False,False,False,True
29,538.04,15,18.55,1,False,False,False,True
17,626.57,8,36.86,1,False,False,True,False
13,1308.59,21,100.66,1,False,True,False,False
29,1512.57,29,52.16,1,True,False,False,False
16,2673.35,3,167.08,0,True,False,False,False
8,3408.04,1,426.0,0,False,False,False,True
19,2984.22,13,157.06,1,False,False,True,False
18,784.38,2,43.58,0,False,False,False,True
1,901.83,17,901.83,0,False,False,False,True
14,4399.91,20,314.28,1,True,False,False,False
19,2813.84,5,148.1,1,False,True,False,False
15,4356.19,10,290.41,1,True,False,False,False
18,1889.16,20,104.95,1,False,False,False,True
2,3091.28,17,1545.64,0,False,False,True,False
22,2642.13,11,120.1,1,False,False,True,False
28,1629.66,4,58.2,1,False,True,False,False
17,2376.08,8,139.77,1,False,True,False,False
18,2537.33,19,140.96,1,False,True,False,False
6,1043.82,27,173.97,1,False,False,False,True
19,1609.3,25,84.7,1,False,False,False,True
4,3967.48,17,991.87,0,False,True,False,False
1,4583.15,18,4583.15,0,False,False,True,False
8,1830.98,2,228.87,0,False,False,True,False
29,1569.51,8,54.12,1,False,False,True,False
23,1016.23,3,44.18,0,False,False,False,True
7,3408.53,16,486.93,1,True,False,False,False
3,1649.34,16,549.78,0,False,False,True,False
10,4939.36,22,493.94,1,False,False,True,False
10,1662.14,22,166.21,1,False,False,True,False
19,2000.97,1,105.31,0,False,True,False,False
14,3036.5,8,216.89,1,False,False,False,True
2,4018.34,8,2009.17,0,False,True,False,False
28,2374.12,4,84.79,1,False,True,False,False
1,2142.15,14,2142.15,0,True,False,False,False
23,4978.41,14,216.45,1,False,True,False,False
23,101.94,2,4.43,0,True,False,False,False
28,4480.57,18,160.02,1,False,True,False,False
18,788.25,27,43.79,1,False,False,True,False
7,3940.33,2,562.9,0,False,False,False,True
29,3108.76,5,107.2,1,False,True,False,False
8,1742.14,3,217.77,0,True,False,False,False
1,4375.68,23,4375.68,0,False,False,False,True
25,113.89,12,4.56,0,True,False,False,False
23,1172.12,26,50.96,1,False,False,True,False
3,2856.12,12,952.04,0,False,True,False,False
24,1790.13,26,74.59,1,False,False,False,True
23,3071.37,10,133.54,1,False,False,True,False
27,169.35,4,6.27,0,False,True,False,False
29,626.47,0,21.6,0,False,True,False,False
8,679.13,8,84.89,1,True,False,False,False
22,986.95,16,44.86,1,True,False,False,False
25,2323.69,21,92.95,1,False,False,True,False
15,3773.04,0,251.54,0,True,False,False,False
5,4532.42,2,906.48,0,False,False,True,False
3,4185.09,14,1395.03,0,False,False,True,False
19,1024.59,25,53.93,1,False,False,True,False
1,2233.7,20,2233.7,0,True,False,False,False
28,1037.09,25,37.04,1,False,False,False,True
15,1359.14,22,90.61,1,False,False,True,False
8,2542.56,29,317.82,1,False,False,False,True
2,387.14,9,193.57,0,False,True,False,False
3,1129.96,7,376.65,0,True,False,False,False
24,4680.12,11,195.0,1,True,False,False,False
14,2357.28,24,168.38,1,False,False,False,True
24,2254.66,21,93.94,1,False,True,False,False
14,122.11,14,8.72,0,False,True,False,False
11,1274.63,26,115.88,1,False,False,True,False
16,4338.15,8,271.13,1,True,False,False,False
4,864.91,23,216.23,0,False,True,False,False
20,2104.87,24,105.24,1,False,True,False,False
5,120.94,9,24.19,0,False,False,True,False
22,2417.76,19,109.9,1,False,False,True,False
21,154.05,8,7.34,0,False,False,False,True
14,4107.07,14,293.36,1,True,False,False,False
23,4133.03,22,179.7,1,False,True,False,False
16,3949.32,20,246.83,1,False,False,False,True
18,1452.65,20,80.7,1,True,False,False,False
7,4194.32,0,599.19,0,False,False,False,True
10,2737.84,1,273.78,0,True,False,False,False
7,1900.35,25,271.48,1,True,False,False,False
1,3145.38,18,3145.38,0,False,True,False,False
23,111.09,29,4.83,0,True,False,False,False
21,757.66,13,36.08,1,False,False,True,False
19,3724.35,7,196.02,1,False,True,False,False
16,1258.6,5,78.66,1,False,False,True,False
29,3010.15,11,103.8,1,False,False,False,True
19,1956.26,25,102.96,1,False,False,False,True
4,4281.29,26,1070.32,0,True,False,False,False
29,4764.46,28,164.29,1,True,False,False,False
28,4423.65,14,157.99,1,False,False,True,False
18,1389.57,13,77.2,1,False,False,True,False
2,1011.11,20,505.56,0,False,False,True,False
1,2398.45,28,2398.45,0,False,False,False,True
15,86.3,0,5.75,0,False,False,True,False
5,177.76,27,35.55,0,False,True,False,False
20,2788.79,10,139.44,1,False,True,False,False
11,2626.22,27,238.75,1,False,False,False,True
10,4973.18,24,497.32,1,False,False,True,False
2,1049.12,2,524.56,0,False,False,True,False
3,1327.61,18,442.54,0,True,False,False,False
23,612.03,17,26.61,1,False,True,False,False
23,4591.84,19,199.65,1,False,False,False,True
12,3900.17,27,325.01,1,False,False,True,False
20,4120.58,1,206.03,0,True,False,False,False
5,4518.68,28,903.74,1,False,False,False,True
5,2648.25,24,529.65,1,False,False,False,True
6,2283.41,27,380.57,1,False,True,False,False
9,1685.44,25,187.27,1,False,False,True,False
2,2966.61,6,1483.3,0,False,False,False,True
21,2298.68,7,109.46,1,True,False,False,False
12,2285.25,18,190.44,1,True,False,False,False
3,4687.79,21,1562.6,0,False,False,False,True
20,4920.96,14,246.05,1,True,False,False,False
26,3992.6,9,153.56,1,False,False,False,True
22,3795.95,21,172.54,1,True,False,False,False
12,3418.76,28,284.9,1,False,False,False,True
